AIRPORT;TIME;FLIGHT;TO/FROM;AIRLINE;AIRCRAFT;STATUS;TYPE
BPN;6:40:00 AM;ID6765;DPS;Batik Air ;A320 (PK-LUY) ;Departed 6:41 AM;Departure
BPN;7:00:00 AM;IU649;SUB;Super Air Jet ;A320 (PK-STC) ;Departed 7:04 AM;Departure
BPN;8:15:00 AM;QG785;YIA;Citilink ;A20N (PK-GTA) ;Departed 8:21 AM;Departure
BPN;8:20:00 AM;ID6251;CGK;Batik Air ;A320 (PK-LUU) ;Departed 8:43 AM;Departure
BPN;8:20:00 AM;IU679;YIA;Super Air Jet (Our Super 50th Jet Livery) ;A320 (PK-STQ) ;Departed 8:25 AM;Departure
BPN;8:20:00 AM;IW1395;BDJ;Wings Air ;AT76 (PK-WGL) ;Departed 11:12 AM;Departure
BPN;8:20:00 AM;IU611;SUB;Super Air Jet ;A320 (PK-SJH) ;Departed 9:21 AM;Departure
BPN;8:40:00 AM;IU535;TRK;Super Air Jet ;A320 (PK-SAY) ;Departed 9:43 AM;Departure
BPN;8:50:00 AM;IW1362;BEJ;Wings Air ;AT76 (PK-WJG) ;Estimated dep. 8:56 AM;Departure
BPN;9:20:00 AM;JT367;SUB;Lion Air ;B739 (PK-LHP) ;Departed 9:27 AM;Departure
BPN;9:30:00 AM;IW1366;BEJ;Wings Air ;AT76 (PK-WJG) ;Departed 8:56 AM;Departure
BPN;9:55:00 AM;QG400;TRK;Citilink ;A320 (PK-GQE) ;Departed 10:01 AM;Departure
BPN;10:00:00 AM;GA563;CGK;Garuda Indonesia (Retro Livery) ;A333 (PK-GHD) ;Departed 10:23 AM;Departure
BPN;10:20:00 AM;QG1402;BEJ;Citilink ;AT76 (PK-GJS) ;Departed 10:31 AM;Departure
BPN;10:25:00 AM;IP601;CGK;Pelita Air ;A320 (PK-PWA) ;Departed 10:39 AM;Departure
BPN;10:30:00 AM;IW1387;BDJ;Wings Air ;AT7 ;Unknown;Departure
BPN;11:00:00 AM;JT663;DPS;Lion Air ;B739 (PK-LFW) ;Departed 11:09 AM;Departure
BPN;11:10:00 AM;TR223;SIN;Scoot ;A320 (9V-TRS) ;Departed 11:22 AM;Departure
BPN;11:15:00 AM;IW1322;PLW;Wings Air ;AT75 (PK-WFJ) ;Departed 11:29 AM;Departure
BPN;11:15:00 AM;JT751;CGK;Lion Air ;B39M (PK-LRI) ;Departed 11:18 AM;Departure
BPN;11:20:00 AM;IU692;TRK;Super Air Jet ;A320 (PK-STC) ;Departed 12:06 PM;Departure
BPN;11:25:00 AM;IU613;SUB;Super Air Jet ;A320 (PK-STS) ;Departed 11:41 AM;Departure
BPN;11:45:00 AM;IW1476;GHS;Wings Air ;AT75 (PK-WFL) ;Departed 11:47 AM;Departure
BPN;11:50:00 AM;IU3666;UPG;Super Air Jet ;A320 (PK-SJI) ;Departed 12:26 PM;Departure
BPN;11:50:00 AM;QG433;KJT;Citilink ;A320 (PK-GLX) ;Departed 12:37 PM;Departure
BPN;12:00:00 PM;JT261;SUB;Lion Air ;B739 (PK-LHP) ;Departed 2:24 PM;Departure
BPN;12:10:00 PM;JT668;YIA;Lion Air ;B739 (PK-LGW) ;Departed 12:30 PM;Departure
BPN;12:15:00 PM;IP603;CGK;Pelita Air ;A320 (PK-PWL) ;Departed 12:17 PM;Departure
BPN;12:20:00 PM;IU534;UPG;Super Air Jet ;A320 (PK-SAY) ;Departed 1:19 PM;Departure
BPN;12:30:00 PM;AK482;KUL;AirAsia ;A320 (9M-RAN) ;Departed 12:55 PM;Departure
BPN;12:35:00 PM;GA567;CGK;Garuda Indonesia ;B738 (PK-GMC) ;Departed 1:11 PM;Departure
BPN;12:45:00 PM;IU366;SOC;Super Air Jet ;A320 (PK-STI) ;Departed 1:38 PM;Departure
BPN;1:00:00 PM;IW1364;BEJ;Wings Air ;AT75 (PK-WFP) ;Departed 1:14 PM;Departure
BPN;1:00:00 PM;JT757;CGK;Lion Air (Dreamliner Livery) ;B739 (PK-LFG) ;Departed 1:27 PM;Departure
BPN;1:10:00 PM;QG431;SUB;Citilink ;A20N (PK-GTA) ;Departed 1:24 PM;Departure
BPN;1:30:00 PM;QG437;CGK;Citilink ;A320 (PK-GQE) ;Departed 1:40 PM;Departure
BPN;1:45:00 PM;JT365;SUB;Lion Air ;B739 (PK-LHP) ;Estimated dep. 2:25 PM;Departure
BPN;2:00:00 PM;QG1404;BEJ;Citilink ;AT76 (PK-GJS) ;Departed 2:51 PM;Departure
BPN;2:05:00 PM;IU529;KJT;Super Air Jet ;A320 (PK-STP) ;Departed 2:16 PM;Departure
BPN;2:25:00 PM;JT679;UPG;Lion Air ;739;Unknown;Departure
BPN;2:25:00 PM;JT953;KNO;Lion Air ;B39M (PK-LRG) ;Departed 2:31 PM;Departure
BPN;2:25:00 PM;JT952;UPG;Lion Air ;738;Unknown;Departure
BPN;3:00:00 PM;IU603;CGK;Super Air Jet ;A320 (PK-SJF) ;Departed 4:08 PM;Departure
BPN;3:20:00 PM;IU677;YIA;Super Air Jet ;A320 (PK-STC) ;Departed 4:13 PM;Departure
BPN;3:40:00 PM;IU667;PNK;Super Air Jet ;A320 (PK-SJI) ;Departed 4:21 PM;Departure
BPN;3:45:00 PM;IW1369;PKY;Wings Air ;AT75 (PK-WFJ) ;Departed 3:44 PM;Departure
BPN;3:50:00 PM;IU619;SUB;Super Air Jet ;A320 (PK-STS) ;Departed 4:34 PM;Departure
BPN;4:00:00 PM;IW1380;BEJ;Wings Air ;AT76 (PK-WGL) ;Departed 5:20 PM;Departure
BPN;4:15:00 PM;SJ172;UPG;Sriwijaya Air ;738;Unknown;Departure
BPN;4:20:00 PM;IW1385;BDJ;Wings Air ;AT75 (PK-WFL) ;Departed 4:37 PM;Departure
BPN;4:30:00 PM;IW1378;BEJ;Wings Air ;AT7 ;Unknown;Departure
BPN;4:55:00 PM;IP622;SUB;Pelita Air ;A320 (PK-PWH) ;Departed 5:09 PM;Departure
BPN;5:00:00 PM;IW1360;BEJ;Wings Air ;AT7 ;Unknown;Departure
BPN;5:15:00 PM;JT761;CGK;Lion Air ;B39M (PK-LRI) ;Departed 5:26 PM;Departure
BPN;5:15:00 PM;QG429;UPG;Citilink ;A320 (PK-GLX) ;Departed 5:53 PM;Departure
BPN;5:25:00 PM;QG1499;BDJ;Citilink ;AT76 (PK-GJS) ;Departed 6:23 PM;Departure
BPN;5:30:00 PM;GM300;SIN;Asia Cargo Airlines ;73F ;Unknown;Departure
BPN;6:00:00 PM;ID6253;CGK;Batik Air ;A320 (PK-BKV) ;Departed 6:08 PM;Departure
BPN;6:00:00 PM;IU617;SUB;Super Air Jet ;A320 (PK-STI) ;Departed 6:44 PM;Departure
BPN;6:05:00 PM;QG425;CGK;Citilink ;A320 (PK-GLV) ;Departed 7:02 PM;Departure
BPN;6:10:00 PM;JT731;SUB;Lion Air ;B739 (PK-LHP) ;Departed 7:54 PM;Departure
BPN;6:20:00 PM;JT625;SRG;Lion Air ;B739 (PK-LFW) ;Departed 6:34 PM;Departure
BPN;6:20:00 PM;QG435;SUB;Citilink ;A320 (PK-GQH) ;Departed 7:04 PM;Departure
BPN;6:30:00 PM;GA575;CGK;Garuda Indonesia ;B738 (PK-GFU) ;Departed 6:52 PM;Departure
BPN;7:00:00 PM;JT673;CGK;Lion Air ;B739 (PK-LFY) ;Departed 7:17 PM;Departure
BPN;7:05:00 PM;JT675;UPG;Lion Air ;B738 (PK-LSF) ;Departed 7:23 PM;Departure
BPN;7:15:00 PM;JT369;SUB;Lion Air ;739;Unknown;Departure
BPN;7:40:00 PM;IU528;MDC;Super Air Jet ;A320 (PK-STP) ;Departed 7:49 PM;Departure
BPN;7:40:00 PM;QG421;CGK;Citilink ;A320 (PK-GLP) ;Departed 9:05 PM;Departure
BPN;7:55:00 PM;ID6255;CGK;Batik Air ;738;Unknown;Departure
BPN;9:05:00 PM;QG9437;SUB;Citilink ;A320 (PK-GQR) ;Departed 9:28 PM;Departure
BTH;6:50:00 AM;JT970;KNO;Lion Air ;B739 (PK-LHT) ;Landed 7:04 AM;Arrival
BTH;6:55:00 AM;IU974;DJB;Super Air Jet ;A320 (PK-SAP) ;Landed 6:54 AM;Arrival
BTH;7:05:00 AM;JT246;PLM;Lion Air ;B739 (PK-LVF) ;Landed 7:11 AM;Arrival
BTH;7:10:00 AM;QG989;PLM;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Landed 6:57 AM;Arrival
BTH;7:25:00 AM;QG940;CGK;Citilink ;A20N (PK-GTK) ;Landed 7:15 AM;Arrival
BTH;7:35:00 AM;IU856;CGK;Super Air Jet ;A320 (PK-STD) ;Landed 7:36 AM;Arrival
BTH;7:50:00 AM;IU836;PKU;Super Air Jet ;320;Unknown;Arrival
BTH;8:50:00 AM;JT374;CGK;Lion Air ;B739 (PK-LQS) ;Unknown;Arrival
BTH;8:55:00 AM;JT988;KNO;Lion Air ;B738 (PK-LPL) ;Unknown;Arrival
BTH;9:10:00 AM;JT971;SUB;Lion Air ;B739 (PK-LGS) ;Landed 9:22 AM;Arrival
BTH;9:15:00 AM;IU951;YIA;Super Air Jet ;A320 (PK-SAW) ;Landed 9:09 AM;Arrival
BTH;10:00:00 AM;QG935;PKU;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Landed 10:03 AM;Arrival
BTH;10:05:00 AM;JT3145;PDG;Lion Air ;B739 (PK-LHL) ;Unknown;Arrival
BTH;10:10:00 AM;JT238;PKU;Lion Air ;B739 (PK-LVF) ;Unknown;Arrival
BTH;10:10:00 AM;JT370;CGK;Lion Air ;B739 (PK-LQS) ;Landed 8:47 AM;Arrival
BTH;10:30:00 AM;RI611;TNJ;Rimbun Air ;73F ;Unknown;Arrival
BTH;11:05:00 AM;ID6864;CGK;Batik Air ;A320 (PK-LUK) ;Landed 11:18 AM;Arrival
BTH;11:25:00 AM;GA152;CGK;Garuda Indonesia ;B738 (PK-GMY) ;Landed 11:41 AM;Arrival
BTH;11:40:00 AM;IW1271;NTX;Wings Air ;AT75 (PK-WFZ) ;Landed 11:58 AM;Arrival
BTH;11:50:00 AM;QG942;CGK;Citilink ;A20N (PK-GTK) ;Landed 12:05 PM;Arrival
BTH;12:25:00 PM;IU858;CGK;Super Air Jet ;A320 (PK-SAA) ;Unknown;Arrival
BTH;12:40:00 PM;JT145;PDG;Lion Air ;B739 (PK-LHL) ;Landed 12:36 PM;Arrival
BTH;12:40:00 PM;JT973;SUB;Lion Air ;B739 (PK-LHT) ;Landed 1:02 PM;Arrival
BTH;1:15:00 PM;JT236;PKU;Lion Air ;B739 (PK-LQS) ;Landed 1:19 PM;Arrival
BTH;1:20:00 PM;JT972;KNO;Lion Air ;B739 (PK-LGS) ;Landed 2:06 PM;Arrival
BTH;1:25:00 PM;QG957;PDG;Citilink ;A20N (PK-GTG) ;Landed 3:17 PM;Arrival
BTH;2:25:00 PM;IU854;CGK;Super Air Jet ;A320 (PK-SAU) ;Landed 2:51 PM;Arrival
BTH;2:30:00 PM;IU955;SRG;Super Air Jet ;A320 (PK-SAW) ;Landed 2:50 PM;Arrival
BTH;2:45:00 PM;IW1229;LMU;Wings Air ;AT75 (PK-WFZ) ;Landed 3:13 PM;Arrival
BTH;3:25:00 PM;JT378;CGK;Lion Air ;738;Unknown;Arrival
BTH;3:45:00 PM;QG968;CGK;Citilink ;A320 (PK-GLM) ;Landed 4:32 PM;Arrival
BTH;4:10:00 PM;GA154;CGK;Garuda Indonesia ;B738 (PK-GFW) ;Landed 4:40 PM;Arrival
BTH;4:30:00 PM;QG948;SUB;Citilink ;A20N (PK-GTA) ;Landed 4:46 PM;Arrival
BTH;4:55:00 PM;JT977;KNO;Lion Air ;739;Unknown;Arrival
BTH;4:55:00 PM;JT247;KNO;Lion Air ;739;Unknown;Arrival
BTH;5:20:00 PM;JT228;PDG;Lion Air ;B739 (PK-LVF) ;Landed 5:28 PM;Arrival
BTH;5:45:00 PM;QG944;CGK;Citilink ;A320 (PK-GQL) ;Landed 7:31 PM;Arrival
BTH;6:10:00 PM;JT989;PNK;Lion Air ;B738 (PK-LJV) ;Landed 6:33 PM;Arrival
BTH;6:15:00 PM;GA156;CGK;Garuda Indonesia ;B738 (PK-GFH) ;Landed 6:15 PM;Arrival
BTH;6:15:00 PM;QG923;KNO;Citilink ;A20N (PK-GTG) ;Landed 7:40 PM;Arrival
BTH;6:55:00 PM;JT372;CGK;Lion Air ;B739 (PK-LSH) ;Delayed 9:29 PM;Arrival
BTH;9:00:00 PM;ID6862;CGK;Batik Air ;A320 (PK-LAT) ;Landed 8:50 PM;Arrival
BTH;9:10:00 PM;OD356;KUL;Batik Air ;B38M (9M-LRK) ;Estimated 9:16 PM;Arrival
BTH;7:00:00 AM;ID6863;CGK;Batik Air ;A320 (PK-LAY) ;Departed 7:12 AM;Departure
BTH;7:00:00 AM;JT3144;PDG;Lion Air ;B739 (PK-LHL) ;Unknown;Departure
BTH;7:35:00 AM;JT970;SUB;Lion Air ;B739 (PK-LHT) ;Departed 7:59 AM;Departure
BTH;7:40:00 AM;QG934;PKU;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Departed 7:48 AM;Departure
BTH;7:45:00 AM;JT239;PKU;Lion Air ;B739 (PK-LVF) ;Departed 8:04 AM;Departure
BTH;7:55:00 AM;QG941;CGK;Citilink ;A20N (PK-GTK) ;Departed 8:08 AM;Departure
BTH;8:05:00 AM;IW1270;NTX;Wings Air ;AT75 (PK-WFZ) ;Departed 8:12 AM;Departure
BTH;8:25:00 AM;IU857;CGK;Super Air Jet ;A320 (PK-STD) ;Departed 8:34 AM;Departure
BTH;8:30:00 AM;IU837;PKU;Super Air Jet ;320;Unknown;Departure
BTH;9:35:00 AM;JT144;PDG;Lion Air ;B739 (PK-LHL) ;Departed 9:54 AM;Departure
BTH;9:40:00 AM;JT988;PNK;Lion Air ;B738 (PK-LPL) ;Departed 9:47 AM;Departure
BTH;9:50:00 AM;JT971;KNO;Lion Air ;B739 (PK-LGS) ;Departed 10:22 AM;Departure
BTH;9:55:00 AM;IU954;SRG;Super Air Jet ;A320 (PK-SAW) ;Departed 10:25 AM;Departure
BTH;10:30:00 AM;QG956;PDG;Citilink Garuda Indonesia ;A320 (PK-GQT) ;Departed 11:01 AM;Departure
BTH;10:45:00 AM;JT237;PKU;Lion Air ;B739 (PK-LQS) ;Departed 10:55 AM;Departure
BTH;10:50:00 AM;JT371;CGK;Lion Air ;B739 (PK-LHL) ;Departed 2:36 PM;Departure
BTH;11:30:00 AM;RI612;CGK;Rimbun Air ;73F ;Unknown;Departure
BTH;11:45:00 AM;ID6865;CGK;Batik Air ;A320 (PK-LUK) ;Departed 12:22 PM;Departure
BTH;12:05:00 PM;IW1228;LMU;Wings Air ;AT75 (PK-WFZ) ;Departed 12:48 PM;Departure
BTH;12:10:00 PM;GA155;CGK;Garuda Indonesia ;B738 (PK-GMY) ;Departed 12:43 PM;Departure
BTH;12:15:00 PM;OD357;KUL;Batik Air ;B38M (9M-LRM) ;Departed 1:06 PM;Departure
BTH;12:25:00 PM;QG943;CGK;Citilink ;A20N (PK-GTK) ;Departed 12:55 PM;Departure
BTH;1:05:00 PM;IU859;CGK;Super Air Jet ;A320 (PK-SAA) ;Departed 2:53 PM;Departure
BTH;1:20:00 PM;JT901;CGK;Lion Air ;B739 (PK-LHL) ;Unknown;Departure
BTH;1:20:00 PM;JT973;KNO;Lion Air ;B739 (PK-LHT) ;Departed 2:18 PM;Departure
BTH;2:05:00 PM;JT972;SUB;Lion Air ;B739 (PK-LGS) ;Departed 3:08 PM;Departure
BTH;2:20:00 PM;JT229;PDG;Lion Air ;B739 (PK-LVF) ;Departed 2:31 PM;Departure
BTH;2:45:00 PM;QG922;KNO;Citilink ;A20N (PK-GTG) ;Departed 4:12 PM;Departure
BTH;3:00:00 PM;JT974;KNO;Lion Air ;739;Unknown;Departure
BTH;3:10:00 PM;IU950;YIA;Super Air Jet ;A320 (PK-SAW) ;Departed 3:33 PM;Departure
BTH;3:10:00 PM;IU855;CGK;Super Air Jet ;A320 (PK-SAU) ;Departed 3:55 PM;Departure
BTH;4:10:00 PM;JT379;CGK;Lion Air ;738;Unknown;Departure
BTH;4:15:00 PM;QG949;SUB;Citilink ;A320 (PK-GLM) ;Departed 5:30 PM;Departure
BTH;5:20:00 PM;IU973;DJB;Super Air Jet ;A320 (PK-SAP) ;Departed 5:32 PM;Departure
BTH;5:30:00 PM;GA157;CGK;Garuda Indonesia ;B738 (PK-GFW) ;Departed 5:42 PM;Departure
BTH;5:30:00 PM;QG969;CGK;Citilink ;A20N (PK-GTA) ;Departed 5:53 PM;Departure
BTH;6:00:00 PM;JT247;PLM;Lion Air ;B739 (PK-LVF) ;Departed 6:39 PM;Departure
BTH;6:25:00 PM;QG945;CGK;Citilink ;A320 (PK-GQL) ;Departed 8:15 PM;Departure
BTH;6:45:00 PM;QG988;PLM;Citilink ;A20N (PK-GTG) ;Departed 8:37 PM;Departure
BTH;6:55:00 PM;JT989;KNO;Lion Air ;B738 (PK-LJV) ;Departed 7:33 PM;Departure
BTH;7:00:00 PM;GA159;CGK;Garuda Indonesia ;B738 (PK-GFH) ;Departed 7:09 PM;Departure
BTH;7:35:00 PM;JT373;CGK;Lion Air ;739;Unknown;Departure
BTJ;7:50:00 AM;FY3510;PEN;Firefly ;B738 (9M-MLJ) ;Landed 7:50 AM;Arrival
BTJ;10:15:00 AM;GA140;CGK;Garuda Indonesia (From Nature to Future Livery) ;B738 (PK-GFX) ;Landed 10:01 AM;Arrival
BTJ;1:40:00 PM;JT306;KNO;Lion Air ;B738 (PK-LPK) ;Landed 2:22 PM;Arrival
BTJ;1:50:00 PM;IP342;CGK;Pelita Air ;A320 (PK-PWC) ;Landed 1:39 PM;Arrival
BTJ;2:30:00 PM;QG904;KNO;Citilink ;A320 (PK-GLU) ;Landed 2:15 PM;Arrival
BTJ;2:50:00 PM;GA146;CGK;Garuda Indonesia ;B738 (PK-GMV) ;Landed 3:07 PM;Arrival
BTJ;4:25:00 PM;AK421;KUL;AirAsia ;A320 (9M-AJG) ;Landed 4:28 PM;Arrival
BTJ;6:00:00 PM;ID6898;CGK;Batik Air ;A320 (PK-LUZ) ;Landed 6:07 PM;Arrival
BTJ;7:00:00 AM;ID6899;CGK;Batik Air ;A320 (PK-LUF) ;Departed 7:04 AM;Departure
BTJ;8:30:00 AM;FY3511;PEN;Firefly ;B738 (9M-MLJ) ;Departed 8:32 AM;Departure
BTJ;11:05:00 AM;GA141;CGK;Garuda Indonesia (From Nature to Future Livery) ;B738 (PK-GFX) ;Departed 11:14 AM;Departure
BTJ;2:25:00 PM;JT305;KNO;Lion Air ;B738 (PK-LPK) ;Departed 3:22 PM;Departure
BTJ;2:55:00 PM;IP343;CGK;Pelita Air ;A320 (PK-PWC) ;Departed 2:54 PM;Departure
BTJ;3:00:00 PM;QG905;KNO;Citilink ;A320 (PK-GLU) ;Departed 3:17 PM;Departure
BTJ;3:40:00 PM;GA147;CGK;Garuda Indonesia ;B738 (PK-GMV) ;Departed 4:01 PM;Departure
BTJ;4:55:00 PM;AK420;KUL;AirAsia ;A320 (9M-AJG) ;Departed 5:04 PM;Departure
BUW;3:25:00 PM;IW1314;UPG;Wings Air ;AT76 (PK-WHF) ;Landed 3:05 PM;Arrival
BUW;5:00:00 PM;IW1306;UPG;Wings Air ;AT75 (PK-WFK) ;Landed 4:46 PM;Arrival
BUW;6:30:00 AM;IW1305;UPG;Wings Air ;AT76 (PK-WHZ) ;Departed 6:28 AM;Departure
BUW;3:45:00 PM;IW1315;UPG;Wings Air ;AT76 (PK-WHF) ;Departed 3:36 PM;Departure
BXB;8:15:00 AM;IW1520;SOQ;Wings Air ;AT76 (PK-WJZ) ;Unknown;Arrival
BXB;8:35:00 AM;IW1521;SOQ;Wings Air ;AT76 (PK-WJZ) ;Departed 8:32 AM;Departure
CGK;12:05:00 AM;QZ253;DMK;AirAsia (AirAsia Mobile App Livery) ;A320 (PK-AZU) ;Landed 11:39 PM;Arrival
CGK;12:15:00 AM;QZ811;DPS;AirAsia ;A320 (PK-AXR) ;Landed 11:49 PM;Arrival
CGK;12:30:00 AM;CI763;TPE;China Airlines ;A21N (B-18111) ;Landed 12:32 AM;Arrival
CGK;4:35:00 AM;3U9029;NTG;Sichuan Airlines ;33F ;Unknown;Arrival
CGK;5:00:00 AM;SL116;DMK;Thai Lion Air ;B738 (HS-LGP) ;Landed 4:48 AM;Arrival
CGK;5:05:00 AM;YG9145;NNG;YTO Cargo Airlines ;75F ;Unknown;Arrival
CGK;5:30:00 AM;8B861;CAN;TransNusa ;A320 (PK-TLD) ;Landed 6:04 AM;Arrival
CGK;6:25:00 AM;ID6265;UPG;Batik Air ;A320 (PK-LUV) ;Landed 6:26 AM;Arrival
CGK;6:25:00 AM;ID6589;SUB;Batik Air ;B738 (PK-LDO) ;Landed 6:19 AM;Arrival
CGK;6:30:00 AM;QG347;UPG;Citilink ;A320 (PK-GQC) ;Landed 6:09 AM;Arrival
CGK;6:40:00 AM;IU625;BDJ;Super Air Jet ;A320 (PK-STH) ;Landed 6:31 AM;Arrival
CGK;6:40:00 AM;QG483;BDJ;Citilink ;A320 (PK-GQA) ;Landed 6:36 AM;Arrival
CGK;6:45:00 AM;JT213;KNO;Lion Air ;739;Unknown;Arrival
CGK;6:45:00 AM;8K804;SIN;K-Mile Air ;B734 (HS-KMC) ;Landed 9:33 AM;Arrival
CGK;7:00:00 AM;IU769;LOP;Super Air Jet ;A320 (PK-STA) ;Landed 6:49 AM;Arrival
CGK;7:00:00 AM;IU601;BPN;Super Air Jet ;A320 (PK-SAS) ;Landed 6:57 AM;Arrival
CGK;7:05:00 AM;SQ950;SIN;Singapore Airlines ;B77W (9V-SWQ) ;Landed 6:46 AM;Arrival
CGK;7:15:00 AM;IU881;KNO;Super Air Jet ;A320 (PK-SAV) ;Landed 7:15 AM;Arrival
CGK;7:20:00 AM;JT873;UPG;Lion Air ;B738 (PK-LOV) ;Landed 7:09 AM;Arrival
CGK;7:20:00 AM;QG439;BPN;Citilink ;A320 (PK-GLV) ;Landed 6:57 AM;Arrival
CGK;7:20:00 AM;QG911;KNO;Citilink ;A320 (PK-GQR) ;Landed 6:53 AM;Arrival
CGK;7:25:00 AM;ID6577;SUB;Batik Air ;738;Canceled;Arrival
CGK;7:30:00 AM;QG725;SUB;Citilink ;A320 (PK-GQO) ;Landed 6:51 AM;Arrival
CGK;7:30:00 AM;RI334;BDJ;Rimbun Air ;73F ;Unknown;Arrival
CGK;7:35:00 AM;IU877;PLM;Super Air Jet ;A320 (PK-STU) ;Unknown;Arrival
CGK;7:35:00 AM;JT601;DJB;Lion Air ;739;Canceled;Arrival
CGK;7:40:00 AM;QR958;DOH;Qatar Airways ;A359 (A7-ALI) ;Landed 7:22 AM;Arrival
CGK;7:40:00 AM;TK508;IST;Turkish Airlines ;A359 (TC-LGO) ;Landed 7:05 AM;Arrival
CGK;7:40:00 AM;GA207;YIA;Garuda Indonesia ;B738 (PK-GMC) ;Landed 7:26 AM;Arrival
CGK;7:40:00 AM;ID6267;UPG;Batik Air ;A320 (PK-LUS) ;Landed 11:31 AM;Arrival
CGK;7:45:00 AM;JT203;KNO;Lion Air (80th 737NG Livery) ;B738 (PK-LKP) ;Landed 7:38 AM;Arrival
CGK;7:50:00 AM;GA183;KNO;Garuda Indonesia ;B738 (PK-GFD) ;Landed 7:34 AM;Arrival
CGK;7:50:00 AM;JT241;TKG;Lion Air ;B738 (PK-LKW) ;Landed 7:43 AM;Arrival
CGK;7:50:00 AM;RI738;KDI;Rimbun Air ;73F ;Unknown;Arrival
CGK;7:55:00 AM;QZ813;DPS;AirAsia ;A320 (PK-AZD) ;Landed 7:49 AM;Arrival
CGK;7:55:00 AM;8B5101;DPS;TransNusa ;A320 (PK-TLB) ;Landed 7:41 AM;Arrival
CGK;8:00:00 AM;GA73;TKG;Garuda Indonesia ;B738 (PK-GMA) ;Landed 7:48 AM;Arrival
CGK;8:00:00 AM;GA401;DPS;Garuda Indonesia (Ayo Pakai Masker Livery) ;B738 (PK-GFQ) ;Landed 7:39 AM;Arrival
CGK;8:00:00 AM;IU739;DPS;Super Air Jet ;A320 (PK-SAU) ;Landed 8:07 AM;Arrival
CGK;8:00:00 AM;JT393;PKU;Lion Air ;B739 (PK-LSS) ;Landed 8:02 AM;Arrival
CGK;8:00:00 AM;QG937;PKU;Citilink ;A320 (PK-GLX) ;Landed 7:41 AM;Arrival
CGK;8:05:00 AM;AK380;KUL;AirAsia (Longjack Orang Kampung Livery) ;A320 (9M-AJA) ;Landed 7:46 AM;Arrival
CGK;8:05:00 AM;ID7369;SRG;Batik Air ;A320 (PK-LAO) ;Landed 8:09 AM;Arrival
CGK;8:05:00 AM;JT217;PGK;Lion Air ;B739 (PK-LFL) ;Landed 7:51 AM;Arrival
CGK;8:15:00 AM;GA533;BDJ;Garuda Indonesia ;B738 (PK-GFU) ;Landed 7:59 AM;Arrival
CGK;8:15:00 AM;ID6375;SOC;Batik Air ;A320 (PK-BKU) ;Landed 7:57 AM;Arrival
CGK;8:15:00 AM;JT121;TJQ;Lion Air ;738;Unknown;Arrival
CGK;8:15:00 AM;JT631;BKS;Lion Air ;B739 (PK-LSV) ;Landed 8:06 AM;Arrival
CGK;8:15:00 AM;ID6881;KNO;Batik Air ;B738 (PK-BGK) ;Landed 7:58 AM;Arrival
CGK;8:15:00 AM;IU899;KNO;Super Air Jet ;320;Unknown;Arrival
CGK;8:15:00 AM;QG325;PLW;Citilink ;A320 (PK-GQG) ;Landed 8:27 AM;Arrival
CGK;8:15:00 AM;QG603;KOE;Citilink ;A320 (PK-GLY) ;Landed 8:30 AM;Arrival
CGK;8:20:00 AM;GA231;SRG;Garuda Indonesia ;B738 (PK-GFP) ;Landed 7:52 AM;Arrival
CGK;8:25:00 AM;GA823;SIN;Garuda Indonesia ;A333 (PK-GPV) ;Landed 8:09 AM;Arrival
CGK;8:25:00 AM;JT877;PNK;Lion Air ;B738 (PK-LPK) ;Landed 9:06 AM;Arrival
CGK;8:25:00 AM;ID6561;PLW;Batik Air ;B738 (PK-LZQ) ;Landed 8:13 AM;Arrival
CGK;8:25:00 AM;QG663;DPS;Citilink (Retro Livery) ;A320 (PK-GQI) ;Landed 8:03 AM;Arrival
CGK;8:30:00 AM;GA623;PLW;Garuda Indonesia ;B738 (PK-GNA) ;Landed 8:25 AM;Arrival
CGK;8:30:00 AM;MH713;KUL;Malaysia Airlines ;B738 (9M-MSF) ;Landed 8:26 AM;Arrival
CGK;8:35:00 AM;GA617;UPG;Garuda Indonesia ;B738 (PK-GUC) ;Landed 8:11 AM;Arrival
CGK;8:40:00 AM;GA289;TNJ;Garuda Indonesia ;B738 (PK-GFS) ;Landed 9:09 AM;Arrival
CGK;8:40:00 AM;GA305;SUB;Garuda Indonesia ;B738 (PK-GMF) ;Landed 8:14 AM;Arrival
CGK;8:40:00 AM;ID6201;PKY;Batik Air ;A320 (PK-BKV) ;Landed 8:21 AM;Arrival
CGK;8:40:00 AM;ID6597;SUB;Batik Air ;32A ;Canceled;Arrival
CGK;8:40:00 AM;ID6863;BTH;Batik Air ;A320 (PK-LAY) ;Landed 8:33 AM;Arrival
CGK;8:40:00 AM;JT529;BDJ;Lion Air ;B738 (PK-LOR) ;Landed 8:22 AM;Arrival
CGK;8:40:00 AM;ID6541;KOE;Batik Air ;A320 (PK-BLA) ;Landed 8:52 AM;Arrival
CGK;8:45:00 AM;JT387;KNO;Lion Air ;738;Unknown;Arrival
CGK;8:50:00 AM;ID6289;UPG;Batik Air ;32A ;Canceled;Arrival
CGK;8:50:00 AM;JT175;TKG;Lion Air ;739;Unknown;Arrival
