AIRPORT,TIME,FLIGHT,TO,AIRLINE,AIRCRAFT,STATUS,TYPE
KNO,6:30:00 AM,JT387,Jakarta (CGK),Lion Air ,738,Unknown,Departure
KNO,6:30:00 AM,IU965,Palembang (PLM),Super Air Jet ,A320 (PK-SAG) ,Departed 6:32 AM,Departure
KNO,6:50:00 AM,IU788,Majalengka (KJT),Super Air Jet ,A320 (PK-SGD) ,Departed 6:53 AM,Departure
KNO,7:00:00 AM,IW1231,Pekanbaru (PKU),Wings Air ,AT7 ,Unknown,Departure
KNO,7:01:00 AM,JT301,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,7:01:00 AM,QG1920,Pekanbaru (PKU),Citilink ,AT76 (PK-GJV) ,Estimated dep. 7:00 AM,Departure
KNO,7:05:00 AM,QZ124,Kuala Lumpur (KUL),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 7:09 AM,Departure
KNO,7:30:00 AM,JT988,Batam (BTH),Lion Air ,B738 (PK-LPL) ,Departed 7:39 AM,Departure
KNO,7:30:00 AM,IW1266,Gunung Sitoli (GNS),Wings Air ,AT7 ,Canceled,Departure
KNO,8:00:00 AM,IU947,Jakarta (CGK),Super Air Jet ,A320 (PK-SAA) ,Departed 8:35 AM,Departure
KNO,8:45:00 AM,SQ991,Singapore (SIN),Singapore Airlines ,B38M (9V-MBF) ,Departed 9:03 AM,Departure
KNO,8:45:00 AM,QZ106,Penang (PEN),AirAsia ,A320 (PK-AZT) ,Departed 8:50 AM,Departure
KNO,8:50:00 AM,IW1252,Meulaboh (MEQ),Wings Air ,AT7 ,Unknown,Departure
KNO,8:50:00 AM,IW1248,Gunung Sitoli (GNS),Wings Air ,AT75 (PK-WFQ) ,Departed 9:33 AM,Departure
KNO,9:15:00 AM,JT952,Balikpapan (BPN),Lion Air ,B39M (PK-LRG) ,Departed 9:30 AM,Departure
KNO,9:20:00 AM,MH861,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MXR) ,Departed 9:27 AM,Departure
KNO,9:30:00 AM,JT211,Jakarta (CGK),Lion Air ,B739 (PK-LGU) ,Departed 9:50 AM,Departure
KNO,9:40:00 AM,JT963,Yogyakarta (YIA),Lion Air ,B39M (PK-LRF) ,Departed 9:55 AM,Departure
KNO,9:40:00 AM,QG514,Penang (PEN),Citilink ,A320 (PK-GLU) ,Departed 9:36 AM,Departure
KNO,10:00:00 AM,IU941,Jakarta (CGK),Super Air Jet (Xpora Livery) ,A320 (PK-SAE) ,Departed 10:18 AM,Departure
KNO,10:05:00 AM,QZ154,Bangkok (DMK),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 10:23 AM,Departure
KNO,10:10:00 AM,JT138,Penang (PEN),Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Departed 10:28 AM,Departure
KNO,10:20:00 AM,IW1244,Gunung Sitoli (GNS),Wings Air ,AT7 ,Unknown,Departure
KNO,10:30:00 AM,GA185,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GNQ) ,Departed 10:35 AM,Departure
KNO,10:30:00 AM,JT201,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,10:30:00 AM,ID7147,Singapore (SIN),Batik Air ,B738 (PK-BGF) ,Departed 10:54 AM,Departure
KNO,11:00:00 AM,ID7288,Kuala Lumpur (KUL),Batik Air ,B738 (PK-LDP) ,Departed 11:13 AM,Departure
KNO,11:00:00 AM,QG1912,Gunung Sitoli (GNS),Citilink ,AT76 (PK-GJV) ,Estimated dep. 11:25 AM,Departure
KNO,11:10:00 AM,QG913,Jakarta (CGK),Citilink ,A320 (PK-GLV) ,Departed 11:19 AM,Departure
KNO,11:15:00 AM,AK390,Kuala Lumpur (KUL),AirAsia ,A20N (9M-AGS) ,Departed 11:29 AM,Departure
KNO,11:30:00 AM,JT205,Jakarta (CGK),Lion Air ,B739 (PK-LGO) ,Departed 11:41 AM,Departure
KNO,11:35:00 AM,QZ122,Kuala Lumpur (KUL),AirAsia ,A320 (PK-AZT) ,Departed 11:43 AM,Departure
KNO,11:40:00 AM,IW1262,Gunung Sitoli (GNS),Wings Air ,AT7 ,Unknown,Departure
KNO,11:50:00 AM,IW1258,Sibolga (FLZ),Wings Air ,AT76 (PK-WJY) ,Departed 11:55 AM,Departure
KNO,11:55:00 AM,IU897,Jakarta (CGK),Super Air Jet ,A320 (PK-SJJ) ,Departed 1:24 PM,Departure
KNO,11:55:00 AM,JT972,Batam (BTH),Lion Air ,B739 (PK-LGS) ,Departed 12:54 PM,Departure
KNO,12:30:00 PM,JT306,Banda Aceh (BTJ),Lion Air ,B738 (PK-LPK) ,Departed 1:34 PM,Departure
KNO,12:40:00 PM,GA187,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GUC) ,Departed 1:07 PM,Departure
KNO,12:45:00 PM,IU863,Padang (PDG),Super Air Jet ,A320 (PK-SAT) ,Departed 1:03 PM,Departure
KNO,1:05:00 PM,IW1250,Lhokseumawe (LSW),Wings Air ,AT76 (PK-WGG) ,Departed 1:38 PM,Departure
KNO,1:20:00 PM,QG904,Banda Aceh (BTJ),Citilink ,A320 (PK-GLU) ,Departed 1:26 PM,Departure
KNO,1:30:00 PM,JT397,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,1:45:00 PM,QG919,Jakarta (CGK),Citilink ,A320 (PK-GLI) ,Departed 2:01 PM,Departure
KNO,1:50:00 PM,IW1239,Pekanbaru (PKU),Wings Air ,AT7 ,Unknown,Departure
KNO,1:50:00 PM,JT132,Penang (PEN),Lion Air (50th 737-900ER Livery) ,B739 (PK-LHY) ,Departed 2:03 PM,Departure
KNO,1:55:00 PM,IU949,Jakarta (CGK),Super Air Jet ,A320 (PK-STH) ,Departed 5:37 PM,Departure
KNO,2:10:00 PM,AK396,Kuala Lumpur (KUL),AirAsia ,A20N (9M-AGK) ,Departed 2:17 PM,Departure
KNO,2:10:00 PM,GA189,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GNF) ,Departed 2:22 PM,Departure
KNO,2:15:00 PM,QG1926,Pekanbaru (PKU),Citilink ,AT76 (PK-GJV) ,Estimated dep. 2:37 PM,Departure
KNO,2:25:00 PM,JT215,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,2:25:00 PM,IW1260,Gunung Sitoli (GNS),Wings Air ,AT75 (PK-WFQ) ,Departed 2:32 PM,Departure
KNO,3:00:00 PM,ID7010,Jakarta (HLP),Batik Air ,A320 (PK-LAL) ,Departed 6:31 PM,Departure
KNO,3:15:00 PM,QZ156,Bangkok (DMK),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Departed 4:06 PM,Departure
KNO,3:25:00 PM,JT977,Batam (BTH),Lion Air ,739,Unknown,Departure
KNO,3:25:00 PM,JT247,Batam (BTH),Lion Air ,739,Unknown,Departure
KNO,3:30:00 PM,JT385,Jakarta (CGK),Lion Air ,B739 (PK-LFL) ,Departed 4:02 PM,Departure
KNO,3:30:00 PM,IW1243,Pekanbaru (PKU),Wings Air ,AT76 (PK-WJY) ,Departed 3:38 PM,Departure
KNO,3:45:00 PM,MH865,Kuala Lumpur (KUL),Malaysia Airlines ,B738 (9M-MLS) ,Departed 3:54 PM,Departure
KNO,4:00:00 PM,IU943,Jakarta (CGK),Super Air Jet ,A320 (PK-SJJ) ,Departed 8:30 PM,Departure
KNO,4:05:00 PM,QG917,Jakarta (CGK),Citilink ,A320 (PK-GQG) ,Departed 5:27 PM,Departure
KNO,4:25:00 PM,JT305,Jakarta (CGK),Lion Air ,B738 (PK-LPK) ,Departed 5:44 PM,Departure
KNO,4:50:00 PM,GA121,Jakarta (CGK),Garuda Indonesia (Pocari Sweat Livery) ,B738 (PK-GNN) ,Departed 5:16 PM,Departure
KNO,4:50:00 PM,QG923,Batam (BTH),Citilink ,A20N (PK-GTG) ,Departed 6:29 PM,Departure
KNO,4:55:00 PM,AK392,Kuala Lumpur (KUL),AirAsia ,A320 (9M-DAE) ,Departed 5:20 PM,Departure
KNO,5:00:00 PM,JT209,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,5:00:00 PM,QG883,Jakarta (CGK),Citilink ,A320 (PK-GLU) ,Departed 5:22 PM,Departure
KNO,5:10:00 PM,ID6018,Kuala Lumpur (KUL),Batik Air ,B738 (PK-BGF) ,Departed 5:33 PM,Departure
KNO,5:35:00 PM,JT303,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,5:50:00 PM,OD323,Kuala Lumpur (KUL),Malindo Air ,B738 (9M-LCM) ,Departed 6:44 PM,Departure
KNO,6:00:00 PM,IU889,Jakarta (CGK),Super Air Jet ,320,Unknown,Departure
KNO,6:20:00 PM,AK1580,Penang (PEN),AirAsia ,A320 (9M-AGP) ,Departed 6:33 PM,Departure
KNO,6:20:00 PM,QG979,Jakarta (CGK),Citilink ,A320 (PK-GLK) ,Departed 7:41 PM,Departure
KNO,6:30:00 PM,JT309,Jakarta (CGK),Lion Air ,739,Unknown,Departure
KNO,7:05:00 PM,QG25,Jakarta (HLP),Citilink ,A320 (PK-GQS) ,Departed 8:34 PM,Departure
KNO,7:25:00 PM,GA193,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFG) ,Departed 7:35 PM,Departure
KNO,7:30:00 PM,JT383,Jakarta (CGK),Lion Air ,B39M (PK-LRG) ,Departed 7:47 PM,Departure
KNO,7:40:00 PM,AK394,Kuala Lumpur (KUL),AirAsia (WeAreAllChampions Livery) ,A320 (9M-AQF) ,Departed 7:59 PM,Departure
KNO,8:05:00 PM,SQ995,Singapore (SIN),Singapore Airlines ,B38M (9V-MBA) ,Departed 8:53 PM,Departure
KNO,8:25:00 PM,QZ108,Penang (PEN),AirAsia (Dnars Indonesia Livery) ,A320 (PK-AZN) ,Estimated dep. 9:30 PM,Departure
KNO,9:20:00 PM,QG915,Jakarta (CGK),Citilink ,A20N (PK-GTK) ,Estimated dep. 10:40 PM,Departure
KNO,9:40:00 PM,GA1854,Jakarta (CGK),Garuda Indonesia ,738,Scheduled,Departure
KOE,6:05:00 AM,QG602,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Landed 6:06 AM,Arrival
KOE,6:10:00 AM,ID6540,Jakarta (CGK),Batik Air ,A320 (PK-BLA) ,Landed 6:17 AM,Arrival
KOE,7:35:00 AM,IW1922,Waingapu (WGP),Wings Air ,AT76 (PK-WGU) ,Landed 7:32 AM,Arrival
KOE,7:55:00 AM,IW1828,Maumere (MOF),Wings Air ,AT76 (PK-WHM) ,Landed 7:45 AM,Arrival
KOE,8:50:00 AM,JT690,Surabaya (SUB),Lion Air ,B739 (PK-LHJ) ,Landed 8:58 AM,Arrival
KOE,10:10:00 AM,IW1990,Ruteng (RTG),Wings Air ,AT76 (PK-WGU) ,Landed 11:11 AM,Arrival
KOE,10:30:00 AM,IW1942,Alor Island (ARD),Wings Air ,AT76 (PK-WHM) ,Landed 10:45 AM,Arrival
KOE,11:15:00 AM,IW1918,Tambolaka (TMC),Wings Air ,AT75 (PK-WFO) ,Unknown,Arrival
KOE,11:30:00 AM,IN280,Tambolaka (TMC),Nam Air ,735,Unknown,Arrival
KOE,12:35:00 PM,IW1956,Ende (ENE),Wings Air ,AT7 ,Unknown,Arrival
KOE,12:45:00 PM,JT924,Denpasar (DPS),Lion Air (Dreamliner Livery) ,B739 (PK-LFF) ,Landed 12:37 PM,Arrival
KOE,1:40:00 PM,IW1954,Atambua (ABU),Wings Air ,AT76 (PK-WGU) ,Unknown,Arrival
KOE,1:50:00 PM,IN660,Maumere (MOF),Nam Air ,735,Unknown,Arrival
KOE,2:10:00 PM,IL197,Lombok (LOP),Indonesia - Marine and Fisheries ,AT43 (PK-YRE) ,Unknown,Arrival
KOE,2:50:00 PM,IW1928,Larantuka (LKA),Wings Air ,AT75 (PK-WFO) ,Landed 3:03 PM,Arrival
KOE,3:05:00 PM,JT694,Surabaya (SUB),Lion Air (Bukalapak Livery) ,B739 (PK-LHH) ,Landed 3:16 PM,Arrival
KOE,3:30:00 PM,IW1830,Ende (ENE),Wings Air ,AT76 (PK-WGS) ,Unknown,Arrival
KOE,3:35:00 PM,IW1926,Bajawa (BJW),Wings Air ,AT76 (PK-WHM) ,Landed 4:00 PM,Arrival
KOE,3:40:00 PM,IW1820,Maumere (MOF),Wings Air ,AT7 ,Unknown,Arrival
KOE,7:45:00 PM,JT692,Surabaya (SUB),Lion Air ,B739 (PK-LHR) ,Landed 7:48 PM,Arrival
KOE,6:15:00 AM,JT693,Surabaya (SUB),Lion Air ,B739 (PK-LST) ,Departed 6:21 AM,Departure
KOE,6:35:00 AM,QG603,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Departed 6:51 AM,Departure
KOE,6:50:00 AM,ID6541,Jakarta (CGK),Batik Air ,A320 (PK-BLA) ,Departed 7:12 AM,Departure
KOE,7:10:00 AM,IW1991,Ruteng (RTG),Wings Air ,AT76 (PK-WGU) ,Departed 8:38 AM,Departure
KOE,7:50:00 AM,IW1831,Ende (ENE),Wings Air ,AT76 (PK-WGS) ,Departed 8:16 AM,Departure
KOE,8:00:00 AM,IW1919,Tambolaka (TMC),Wings Air ,AT75 (PK-WFO) ,Unknown,Departure
KOE,8:15:00 AM,IW1943,Alor Island (ARD),Wings Air ,AT76 (PK-WHM) ,Departed 8:36 AM,Departure
KOE,9:10:00 AM,SQS250,Sawu (SAU),Susi Air ,CN1 ,Unknown,Departure
KOE,9:35:00 AM,JT697,Surabaya (SUB),Lion Air ,B739 (PK-LHJ) ,Departed 10:01 AM,Departure
KOE,10:25:00 AM,IW1957,Ende (ENE),Wings Air ,AT7 ,Unknown,Departure
KOE,10:50:00 AM,IW1927,Bajawa (BJW),Wings Air ,AT76 (PK-WHM) ,Departed 11:26 AM,Departure
KOE,11:40:00 AM,IW1955,Atambua (ABU),Wings Air ,AT76 (PK-WGU) ,Departed 11:42 AM,Departure
KOE,12:00:00 PM,IN661,Maumere (MOF),Nam Air ,735,Unknown,Departure
KOE,12:50:00 PM,IW1929,Larantuka (LKA),Wings Air ,AT75 (PK-WFO) ,Departed 1:02 PM,Departure
KOE,1:30:00 PM,IW1821,Maumere (MOF),Wings Air ,AT7 ,Unknown,Departure
KOE,1:35:00 PM,JT925,Denpasar (DPS),Lion Air (Dreamliner Livery) ,B739 (PK-LFF) ,Departed 1:34 PM,Departure
KOE,3:10:00 PM,IW1923,Waingapu (WGP),Wings Air ,AT7 ,Canceled,Departure
KOE,3:45:00 PM,JT695,Surabaya (SUB),Lion Air (Bukalapak Livery) ,B739 (PK-LHH) ,Departed 4:09 PM,Departure
KOE,3:50:00 PM,IW1829,Maumere (MOF),Wings Air ,AT76 (PK-WGU) ,Departed 3:55 PM,Departure
KTG,8:50:00 AM,IW1440,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Landed 8:44 AM,Arrival
KTG,11:10:00 AM,IW1348,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Landed 11:16 AM,Arrival
KTG,1:25:00 PM,IW1346,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Landed 1:37 PM,Arrival
KTG,3:40:00 PM,IW1344,Pontianak (PNK),Wings Air ,AT75 (PK-WFG) ,Landed 4:01 PM,Arrival
KTG,7:00:00 AM,IW1345,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Departed 6:56 AM,Departure
KTG,9:15:00 AM,IW1441,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Departed 9:15 AM,Departure
KTG,11:30:00 AM,IW1349,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Departed 11:47 AM,Departure
KTG,1:45:00 PM,IW1347,Pontianak (PNK),Wings Air ,AT76 (PK-WGR) ,Departed 2:03 PM,Departure
KXB,8:35:00 AM,IW1206,Makassar (UPG),Wings Air ,AT75 (PK-WFK) ,Unknown,Arrival
KXB,1:50:00 PM,IW1204,Makassar (UPG),Wings Air ,AT7 ,Canceled,Arrival
KXB,9:00:00 AM,IW1207,Makassar (UPG),Wings Air ,AT75 (PK-WFK) ,Estimated dep. 9:30 AM,Departure
KXB,2:10:00 PM,IW1205,Makassar (UPG),Wings Air ,AT7 ,Canceled,Departure
LAH,9:55:00 AM,IW2272,Manado (MDC),Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival
LAH,11:15:00 AM,IW2274,Manado (MDC),Wings Air ,AT76 (PK-WHO) ,Unknown,Arrival
LAH,1:20:00 PM,IW2276,Manado (MDC),Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival
LAH,5:00:00 PM,IW1174,Ternate (TTE),Wings Air ,AT76 (PK-WJT) ,Unknown,Arrival
LAH,7:30:00 AM,IW1173,Ternate (TTE),Wings Air ,AT76 (PK-WGO) ,Departed 7:36 AM,Departure
LAH,10:30:00 AM,IW2273,Manado (MDC),Wings Air ,AT76 (PK-WJT) ,Departed 10:25 AM,Departure
LAH,11:45:00 AM,IW2275,Manado (MDC),Wings Air ,AT76 (PK-WHO) ,Departed,Departure
LAH,1:50:00 PM,IW2277,Manado (MDC),Wings Air ,AT76 (PK-WJT) ,Departed,Departure
LBJ,8:20:00 AM,QZ644,Denpasar (DPS),AirAsia ,A320 (PK-AZG) ,Landed 8:08 AM,Arrival
LBJ,9:10:00 AM,ID6333,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Landed 9:02 AM,Arrival
LBJ,9:55:00 AM,IW1831,Ende (ENE),Wings Air ,AT76 (PK-WGS) ,Landed 10:11 AM,Arrival
LBJ,10:45:00 AM,ID6524,Jakarta (CGK),Batik Air ,A320 (PK-BKM) ,Landed 10:30 AM,Arrival
LBJ,12:25:00 PM,ID6526,Jakarta (CGK),Batik Air ,A320 (PK-LUZ) ,Landed 12:18 PM,Arrival
LBJ,12:45:00 PM,IW1960,Maumere (MOF),Wings Air ,AT76 (PK-WGS) ,Landed 2:04 PM,Arrival
LBJ,12:55:00 PM,ID6331,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Landed 12:45 PM,Arrival
LBJ,12:55:00 PM,IW1927,Bajawa (BJW),Wings Air ,AT76 (PK-WHM) ,Landed 1:21 PM,Arrival
LBJ,3:15:00 PM,IU726,Surabaya (SUB),Super Air Jet ,A320 (PK-SJV) ,Landed 3:09 PM,Arrival
LBJ,4:05:00 PM,QZ860,Jakarta (CGK),AirAsia ,A320 (PK-AXE) ,Landed 3:55 PM,Arrival
LBJ,4:50:00 PM,ID6335,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Landed 5:45 PM,Arrival
LBJ,5:00:00 PM,QZ646,Denpasar (DPS),AirAsia ,A320 (PK-AXR) ,Landed 4:37 PM,Arrival
LBJ,8:50:00 AM,QZ645,Denpasar (DPS),AirAsia ,A320 (PK-AZG) ,Departed 8:45 AM,Departure
LBJ,9:50:00 AM,ID6332,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Departed 9:51 AM,Departure
LBJ,10:20:00 AM,IW1961,Maumere (MOF),Wings Air ,AT76 (PK-WGS) ,Departed 10:46 AM,Departure
LBJ,11:30:00 AM,ID6525,Jakarta (CGK),Batik Air ,A320 (PK-BKM) ,Departed 11:32 AM,Departure
LBJ,1:10:00 PM,ID6527,Jakarta (CGK),Batik Air ,A320 (PK-LUZ) ,Departed 1:22 PM,Departure
LBJ,1:20:00 PM,IW1926,Bajawa (BJW),Wings Air ,AT76 (PK-WHM) ,Departed 2:08 PM,Departure
LBJ,1:20:00 PM,IW1830,Ende (ENE),Wings Air ,AT76 (PK-WGS) ,Departed 2:43 PM,Departure
LBJ,1:35:00 PM,ID6330,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Departed 2:34 PM,Departure
LBJ,4:00:00 PM,IU727,Surabaya (SUB),Super Air Jet ,A320 (PK-SJV) ,Departed 4:07 PM,Departure
LBJ,4:35:00 PM,QZ861,Jakarta (CGK),AirAsia ,A320 (PK-AXE) ,Departed 4:40 PM,Departure
LBJ,5:30:00 PM,QZ647,Denpasar (DPS),AirAsia ,A320 (PK-AXR) ,Departed 5:24 PM,Departure
LBJ,5:35:00 PM,ID6334,Denpasar (DPS),Batik Air ,A320 (PK-BLB) ,Departed 6:38 PM,Departure
LKA,1:40:00 PM,IW1929,Kupang (KOE),Wings Air ,AT75 (PK-WFO) ,Landed 1:43 PM,Arrival
LKA,2:00:00 PM,IW1928,Kupang (KOE),Wings Air ,AT75 (PK-WFO) ,Departed 2:20 PM,Departure
LLJ,12:40:00 PM,ID6820,Jakarta (CGK),Batik Air ,A320 (PK-LUT) ,Landed 1:32 PM,Arrival
LLJ,2:25:00 PM,ID6821,Jakarta (CGK),Batik Air ,A320 (PK-LUT) ,Departed 2:24 PM,Departure
LLO,9:10:00 AM,IW1350,Makassar (UPG),Wings Air ,AT76 (PK-WKK) ,Unknown,Arrival
LLO,9:30:00 AM,IW1351,Makassar (UPG),Wings Air ,AT76 (PK-WKK) ,Departed 9:43 AM,Departure
LMU,1:15:00 PM,IW1228,Batam (BTH),Wings Air ,AT75 (PK-WFZ) ,Unknown,Arrival
LMU,1:35:00 PM,IW1229,Batam (BTH),Wings Air ,AT75 (PK-WFZ) ,Departed 2:19 PM,Departure
LNU,9:30:00 AM,SQS311,Tarakan (TRK),Susi Air ,CN1 ,Unknown,Arrival
LOP,7:55:00 AM,JT656,Jakarta (CGK),Lion Air ,739,Canceled,Arrival
LOP,8:00:00 AM,JT646,Surabaya (SUB),Lion Air ,B739 (PK-LHS) ,Landed 8:05 AM,Arrival
LOP,8:10:00 AM,QG670,Surabaya (SUB),Citilink ,A320 (PK-GQS) ,Landed 7:45 AM,Arrival
LOP,8:30:00 AM,IW1865,Bima (BMU),Wings Air ,AT76 (PK-WHW) ,Landed 8:30 AM,Arrival
LOP,9:10:00 AM,IU762,Jakarta (CGK),Super Air Jet ,A320 (PK-SJR) ,Landed 9:13 AM,Arrival
LOP,9:15:00 AM,IW1854,Denpasar (DPS),Wings Air ,AT75 (PK-WFR) ,Landed 9:22 AM,Arrival
LOP,9:40:00 AM,AK304,Kuala Lumpur (KUL),AirAsia (Allstars Livery) ,A320 (9M-AFD) ,Landed 9:04 AM,Arrival
LOP,10:30:00 AM,GA432,Jakarta (CGK),Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Landed 10:18 AM,Arrival
LOP,10:30:00 AM,TR258,Singapore (SIN),Scoot ,A320 (9V-TRN) ,Landed 10:35 AM,Arrival
LOP,10:40:00 AM,IW1850,Denpasar (DPS),Wings Air ,AT76 (PK-WGK) ,Landed 10:54 AM,Arrival
LOP,11:15:00 AM,IW1861,Sumbawa Besar (SWQ),Wings Air ,AT75 (PK-WFR) ,Landed 11:38 AM,Arrival
LOP,11:40:00 AM,JT822,Surabaya (SUB),Lion Air ,B739 (PK-LGL) ,Landed 12:06 PM,Arrival
LOP,11:40:00 AM,QG640,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Landed 12:24 PM,Arrival
LOP,12:15:00 PM,ID6658,Jakarta (CGK),Batik Air ,A320 (PK-LAY) ,Landed 12:43 PM,Arrival
LOP,12:15:00 PM,QG1672,Denpasar (DPS),Citilink ,A320 (PK-GQR) ,Landed 12:14 PM,Arrival
LOP,1:25:00 PM,IW1848,Denpasar (DPS),Wings Air ,AT76 (PK-WGK) ,Landed 1:44 PM,Arrival
LOP,1:40:00 PM,IU764,Jakarta (CGK),Super Air Jet ,A320 (PK-SAQ) ,Landed 3:33 PM,Arrival
LOP,2:00:00 PM,GA430,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GMW) ,Landed 2:08 PM,Arrival
LOP,2:00:00 PM,JT841,Makassar (UPG),Lion Air ,B738 (PK-LJS) ,Landed 3:18 PM,Arrival
LOP,2:40:00 PM,JT654,Jakarta (CGK),Lion Air ,738,Unknown,Arrival
LOP,2:55:00 PM,QG1670,Denpasar (DPS),Citilink ,A320 (PK-GQR) ,Landed 3:08 PM,Arrival
LOP,3:05:00 PM,IW1964,Denpasar (DPS),Wings Air ,AT75 (PK-WFR) ,Landed 3:01 PM,Arrival
LOP,3:10:00 PM,JT642,Surabaya (SUB),Lion Air ,B739 (PK-LGL) ,Landed 3:45 PM,Arrival
LOP,5:00:00 PM,GA434,Jakarta (CGK),Garuda Indonesia ,B738 (PK-GFD) ,Landed 5:18 PM,Arrival
LOP,5:15:00 PM,QZ462,Kuala Lumpur (KUL),AirAsia ,A320 (PK-AZT) ,Landed 4:59 PM,Arrival
LOP,5:30:00 PM,IU766,Jakarta (CGK),Super Air Jet ,A320 (PK-STF) ,Landed 6:32 PM,Arrival
LOP,7:05:00 PM,IU161,Kuala Lumpur (KUL),Super Air Jet ,A320 (PK-SJL) ,Landed 7:06 PM,Arrival
LOP,7:30:00 PM,IU718,Surabaya (SUB),Super Air Jet ,A320 (PK-SJH) ,Landed 8:26 PM,Arrival
LOP,7:40:00 PM,IU768,Jakarta (CGK),Super Air Jet ,A320 (PK-SAS) ,Unknown,Arrival
LOP,8:20:00 PM,IU776,Yogyakarta (YIA),Super Air Jet ,A320 (PK-SAW) ,Landed 8:33 PM,Arrival
LOP,6:00:00 AM,IU717,Surabaya (SUB),Super Air Jet ,A320 (PK-STI) ,Departed 6:45 AM,Departure
LOP,6:00:00 AM,IU777,Yogyakarta (YIA),Super Air Jet ,A320 (PK-SAW) ,Departed 6:07 AM,Departure
LOP,6:05:00 AM,IU769,Jakarta (CGK),Super Air Jet ,A320 (PK-STA) ,Departed 6:14 AM,Departure
LOP,8:45:00 AM,JT645,Surabaya (SUB),Lion Air ,B739 (PK-LHS) ,Departed 9:02 AM,Departure
LOP,8:45:00 AM,JT657,Jakarta (CGK),Lion Air ,739,Canceled,Departure
LOP,8:55:00 AM,QG671,Surabaya (SUB),Citilink ,A320 (PK-GQS) ,Departed 8:32 AM,Departure
LOP,9:00:00 AM,IL197,Kupang (KOE),Indonesia - Marine and Fisheries ,AT43 (PK-YRE) ,Estimated dep. 9:00 AM,Departure
LOP,9:35:00 AM,IW1860,Sumbawa Besar (SWQ),Wings Air ,AT75 (PK-WFR) ,Departed 9:59 AM,Departure
LOP,9:50:00 AM,IU763,Jakarta (CGK),Super Air Jet ,A320 (PK-SJR) ,Departed 10:27 AM,Departure
LOP,10:10:00 AM,AK305,Kuala Lumpur (KUL),AirAsia (Allstars Livery) ,A320 (9M-AFD) ,Departed 10:10 AM,Departure
LOP,11:00:00 AM,IW1851,Denpasar (DPS),Wings Air ,AT76 (PK-WGK) ,Departed 11:33 AM,Departure
LOP,11:15:00 AM,GA431,Jakarta (CGK),Garuda Indonesia (Livin' by Mandiri Livery) ,B738 (PK-GFI) ,Departed 11:26 AM,Departure
LOP,11:15:00 AM,TR259,Singapore (SIN),Scoot ,A320 (9V-TRN) ,Departed 11:46 AM,Departure
LOP,11:35:00 AM,IW1857,Denpasar (DPS),Wings Air ,AT75 (PK-WFR) ,Departed 12:19 PM,Departure
LOP,12:10:00 PM,QG641,Jakarta (CGK),Citilink ,A320 (PK-GLY) ,Departed 1:14 PM,Departure
LOP,12:25:00 PM,JT823,Surabaya (SUB),Lion Air ,B739 (PK-LGL) ,Departed 12:58 PM,Departure
LOP,12:45:00 PM,QG1671,Denpasar (DPS),Citilink ,A320 (PK-GQR) ,Departed 1:10 PM,Departure
LOP,12:55:00 PM,ID6659,Jakarta (CGK),Batik Air ,A320 (PK-LAY) ,Departed 1:46 PM,Departure
LOP,1:10:00 PM,IW1963,Denpasar (DPS),Wings Air ,AT76 (PK-WHW) ,Departed 1:26 PM,Departure
LOP,1:55:00 PM,IW1859,Denpasar (DPS),Wings Air ,AT76 (PK-WGK) ,Departed 2:20 PM,Departure
